Title,ReleaseDate,GenreName,Director,LeadActors,SupportingActors,Language,Runtime,Budget,BoxOfficeRevenue,Rating,ReleaseType
The Flower of Battle,24/07/2023,Adventure:Comedy:Action,Gedaly Guberek,Gedaly Guberek:Beth May,Gary Lamb:Tim Storms,English,97,750000,775000,1.1,PG-12
Sand Land,18/08/2023,Animation:Action:Adventure:Fantasy:Science Fiction,Toshihisa Yokoshima,Mutsumi Tamura:Kazuhiro Yamaji,Cho:Satoshi Tsuruoka,Japanese,61,993,25993,3.4,PG-19
Crazy Love,21/07/2023,Action,Drxp,Beanie:DJGotJokes,HeadHuncho:Marcus Hundley,English,62,205000000,205025000,1.1,NR
Fear the Night,21/07/2023,Action:Thriller,Neil LaBute,Maggie Q:Kat Foster,Travis Hammer:Gia Crovatin,English,71,205000000,205025000,6.34,PG-19
The Island,21/07/2023,Action:Crime:Thriller,Shaun Paul Piccinino,Michael Jai White:Jackson Rathbone,Gillian White:Edoardo Costa,English,75,993,25993,7.21,NR
The Venture Bros.: Radiant Is the Blood of the Baboon Heart,21/07/2023,Animation:Action:Adventure:Science Fiction,Christopher McCulloch,Christopher McCulloch:Doc Hammer,James Urbaniak:Michael Sinterniklaas,English,56,205000000,205025000,7.323,PG-12
Kingdom 2: Far and Away,15/07/2022,Action:Adventure:War,Shinsuke Sato,Kento Yamazaki:Ryo Yoshizawa,Kanna Hashimoto:Nana Seino,Japanese,74,40000000,38258562,7.132,NR
Kingdom,19/04/2019,Action:Adventure:War:History,Shinsuke Sato,Kento Yamazaki:Ryo Yoshizawa,Masami Nagasawa:Kanna Hashimoto,Japanese,82,750000,775000,7.253,R
Punch Punch Forever!,16/07/2023,Action:Animation:Comedy:Science Fiction,speedoru,Hinako Mori:Akari Una,KL:Kasumi Seki,Japanese,60,71772785,71797785,8.333,PG-13
Backslide,14/07/2023,Drama:Thriller:Crime:Action,John Graham,John Graham:Dylan Davidson,Will Maynard,English,63,337134868,337159868,5.25,PG-12
The Channel,14/07/2023,Action,William Kaufman,Clayne Crawford:Max Martini,Paul Rae:Gary Cairns,English,62,1131927996,1131952996,6.34,PG-13
The Flood,14/07/2023,Action:Mystery:Thriller:Horror,Brandon Slagle,Nicky Whelan:Casper Van Dien,Louis Mandylor:Devanny Pinn,English,71,38258562,38283562,7.21,PG-12
Mission: Impossible - Dead Reckoning Part One,08/07/2023,Action:Thriller,Christopher McQuarrie,Tom Cruise:Hayley Atwell,Ving Rhames:Simon Pegg,French:English:Italian:Russian,92,25000000,567500000,1.1,PG-13
Operation Black Ops,11/07/2023,Action:Thriller,Jamaal Burden,Tito Ortiz:Cristiane Justino,Mike Ferguson:Kelsey Johnson,English,62,378900000,378925000,2.3,NR
Ghost,09/07/2023,Horror:Action,Dillon Brown,Vernon Wells:Michael Rock,Toma Smith:Annie Lain,English,97,183316455,183341455,3.4,PG-13
Escaping Paradise,08/07/2023,Thriller:Action,Paul Tanter,Deji LaRay:Simon Phillips,Shayla Hale:Christies Paglinawan,English,97,378900000,378925000,5.23,PG-12
Fire with Fire,07/07/2023,Thriller:Action,Luke Bond,Anna Acha:Evan Frazier,Mara Michelle:Noam Shapiro,English,60,183316455,183341455,7.21,PG-18
The Out-Laws,07/07/2023,Romance:Action:Comedy,Tyler Spindel,Adam Devine:Nina Dobrev,Pierce Brosnan:Ellen Barkin,English,62,183316455,183341455,1.1,NR
You Give Me Heart,05/07/2023,Action:Animation:Science Fiction,Lesego Vorster,Sechaba Ramphele:Pearl Thusi,Mukovhe Monyai:Simba Mudereri,English,97,1131927996,1131952996,3.4,R
Herderboy,05/07/2023,Action:Animation:Science Fiction,Raymond Malinga,Patrick Salvador Idringi:Blair Koono,Jon Olson:Daniel Omara,English:Yoruba,61,378900000,378925000,1.1,PG-13
